concept_id,concept_name,terminology,code,category,description,synonyms,semantic_type,version
T0532,Neoplasm malignant 10,ICD_O_3,8000/10,morphology,Neoplasm malignant 10,neoplasm 10,histology,Ed3.2-2025
T0533,Neoplasm malignant 11,ICD_O_3,8000/11,morphology,Neoplasm malignant 11,neoplasm 11,histology,Ed3.2-2025
T0534,Neoplasm malignant 12,ICD_O_3,8000/12,morphology,Neoplasm malignant 12,neoplasm 12,histology,Ed3.2-2025
T0535,Neoplasm malignant 13,ICD_O_3,8000/13,morphology,Neoplasm malignant 13,neoplasm 13,histology,Ed3.2-2025
T0536,Neoplasm malignant 14,ICD_O_3,8000/14,morphology,Neoplasm malignant 14,neoplasm 14,histology,Ed3.2-2025
T0537,Neoplasm malignant 15,ICD_O_3,8000/15,morphology,Neoplasm malignant 15,neoplasm 15,histology,Ed3.2-2025
T0538,Neoplasm malignant 16,ICD_O_3,8000/16,morphology,Neoplasm malignant 16,neoplasm 16,histology,Ed3.2-2025
T0539,Neoplasm malignant 17,ICD_O_3,8000/17,morphology,Neoplasm malignant 17,neoplasm 17,histology,Ed3.2-2025
T0540,Neoplasm malignant 18,ICD_O_3,8000/18,morphology,Neoplasm malignant 18,neoplasm 18,histology,Ed3.2-2025
T0541,Neoplasm malignant 19,ICD_O_3,8000/19,morphology,Neoplasm malignant 19,neoplasm 19,histology,Ed3.2-2025
T0542,Neoplasm malignant 20,ICD_O_3,8000/20,morphology,Neoplasm malignant 20,neoplasm 20,histology,Ed3.2-2025
T0543,Neoplasm malignant 21,ICD_O_3,8000/21,morphology,Neoplasm malignant 21,neoplasm 21,histology,Ed3.2-2025
T0544,Neoplasm malignant 22,ICD_O_3,8000/22,morphology,Neoplasm malignant 22,neoplasm 22,histology,Ed3.2-2025
T0545,Neoplasm malignant 23,ICD_O_3,8000/23,morphology,Neoplasm malignant 23,neoplasm 23,histology,Ed3.2-2025
T0546,Neoplasm malignant 24,ICD_O_3,8000/24,morphology,Neoplasm malignant 24,neoplasm 24,histology,Ed3.2-2025
T0547,Neoplasm malignant 25,ICD_O_3,8000/25,morphology,Neoplasm malignant 25,neoplasm 25,histology,Ed3.2-2025
T0548,Neoplasm malignant 26,ICD_O_3,8000/26,morphology,Neoplasm malignant 26,neoplasm 26,histology,Ed3.2-2025
T0549,Neoplasm malignant 27,ICD_O_3,8000/27,morphology,Neoplasm malignant 27,neoplasm 27,histology,Ed3.2-2025
T0550,Neoplasm malignant 28,ICD_O_3,8000/28,morphology,Neoplasm malignant 28,neoplasm 28,histology,Ed3.2-2025
T0551,Neoplasm malignant 29,ICD_O_3,8000/29,morphology,Neoplasm malignant 29,neoplasm 29,histology,Ed3.2-2025
T0552,Neoplasm malignant 30,ICD_O_3,8000/30,morphology,Neoplasm malignant 30,neoplasm 30,histology,Ed3.2-2025
T0553,Neoplasm malignant 31,ICD_O_3,8000/31,morphology,Neoplasm malignant 31,neoplasm 31,histology,Ed3.2-2025
T0554,Neoplasm malignant 32,ICD_O_3,8000/32,morphology,Neoplasm malignant 32,neoplasm 32,histology,Ed3.2-2025
T0555,Neoplasm malignant 33,ICD_O_3,8000/33,morphology,Neoplasm malignant 33,neoplasm 33,histology,Ed3.2-2025
T0556,Neoplasm malignant 34,ICD_O_3,8000/34,morphology,Neoplasm malignant 34,neoplasm 34,histology,Ed3.2-2025
T0557,Neoplasm malignant 35,ICD_O_3,8000/35,morphology,Neoplasm malignant 35,neoplasm 35,histology,Ed3.2-2025
T0558,Neoplasm malignant 36,ICD_O_3,8000/36,morphology,Neoplasm malignant 36,neoplasm 36,histology,Ed3.2-2025
T0559,Neoplasm malignant 37,ICD_O_3,8000/37,morphology,Neoplasm malignant 37,neoplasm 37,histology,Ed3.2-2025
T0560,Neoplasm malignant 38,ICD_O_3,8000/38,morphology,Neoplasm malignant 38,neoplasm 38,histology,Ed3.2-2025
T0561,Neoplasm malignant 39,ICD_O_3,8000/39,morphology,Neoplasm malignant 39,neoplasm 39,histology,Ed3.2-2025
T0562,Neoplasm malignant 40,ICD_O_3,8000/40,morphology,Neoplasm malignant 40,neoplasm 40,histology,Ed3.2-2025
T0563,Neoplasm malignant 41,ICD_O_3,8000/41,morphology,Neoplasm malignant 41,neoplasm 41,histology,Ed3.2-2025
T0564,Neoplasm malignant 42,ICD_O_3,8000/42,morphology,Neoplasm malignant 42,neoplasm 42,histology,Ed3.2-2025
T0565,Neoplasm malignant 43,ICD_O_3,8000/43,morphology,Neoplasm malignant 43,neoplasm 43,histology,Ed3.2-2025
T0566,Neoplasm malignant 44,ICD_O_3,8000/44,morphology,Neoplasm malignant 44,neoplasm 44,histology,Ed3.2-2025
T0567,Oncology lab test 1,LOINC,10001-1,biomarker,Oncology lab test 1 Presence,lab test 1,assay,2.79
T0568,Oncology lab test 2,LOINC,10002-1,biomarker,Oncology lab test 2 Presence,lab test 2,assay,2.79
T0569,Oncology lab test 3,LOINC,10003-1,biomarker,Oncology lab test 3 Presence,lab test 3,assay,2.79
T0570,Oncology lab test 4,LOINC,10004-1,biomarker,Oncology lab test 4 Presence,lab test 4,assay,2.79
T0571,Oncology lab test 5,LOINC,10005-1,biomarker,Oncology lab test 5 Presence,lab test 5,assay,2.79
T0572,Oncology lab test 6,LOINC,10006-1,biomarker,Oncology lab test 6 Presence,lab test 6,assay,2.79
T0573,Oncology lab test 7,LOINC,10007-1,biomarker,Oncology lab test 7 Presence,lab test 7,assay,2.79
T0574,Oncology lab test 8,LOINC,10008-1,biomarker,Oncology lab test 8 Presence,lab test 8,assay,2.79
T0575,Oncology lab test 9,LOINC,10009-1,biomarker,Oncology lab test 9 Presence,lab test 9,assay,2.79
T0576,Oncology lab test 10,LOINC,100010-1,biomarker,Oncology lab test 10 Presence,lab test 10,assay,2.79
T0577,Oncology lab test 11,LOINC,100011-1,biomarker,Oncology lab test 11 Presence,lab test 11,assay,2.79
T0578,Oncology lab test 12,LOINC,100012-1,biomarker,Oncology lab test 12 Presence,lab test 12,assay,2.79
T0579,Oncology lab test 13,LOINC,100013-1,biomarker,Oncology lab test 13 Presence,lab test 13,assay,2.79
T0580,Oncology lab test 14,LOINC,100014-1,biomarker,Oncology lab test 14 Presence,lab test 14,assay,2.79
